doc_id,origin,title,normalized_title,source_url,source_slug,fallback_slug,canonical_slug,section_or_category,local_path
new:developer/schema/elements/common/conditions,academy,Element Conditions Schema,element conditions schema,https://academy.bricksbuilder.io/developer/schema/elements/common/conditions/,conditions,conditions,conditions,developer/schema,
new:developer/schema/elements/common/element,academy,Element Schema,element schema,https://academy.bricksbuilder.io/developer/schema/elements/common/element/,element,element,element,developer/schema,
new:developer/schema/elements/common/interactions,academy,Element Interactions Schema,element interactions schema,https://academy.bricksbuilder.io/developer/schema/elements/common/interactions/,interactions,interactions,interactions,developer/schema,
new:developer/schema/elements/container,academy,Container Schema,container schema,https://academy.bricksbuilder.io/developer/schema/elements/container/,container,container,container,developer/schema,
new:developer/schema/elements/countdown,academy,Countdown Schema,countdown schema,https://academy.bricksbuilder.io/developer/schema/elements/countdown/,countdown,countdown,countdown,developer/schema,
new:developer/schema/elements/counter,academy,Counter Schema,counter schema,https://academy.bricksbuilder.io/developer/schema/elements/counter/,counter,counter,counter,developer/schema,
new:developer/schema/elements/div,academy,Div Schema,div schema,https://academy.bricksbuilder.io/developer/schema/elements/div/,div,div,div,developer/schema,
new:developer/schema/elements/divider,academy,Divider Schema,divider schema,https://academy.bricksbuilder.io/developer/schema/elements/divider/,divider,divider,divider,developer/schema,
new:developer/schema/elements/dropdown,academy,Dropdown Schema,dropdown schema,https://academy.bricksbuilder.io/developer/schema/elements/dropdown/,dropdown,dropdown,dropdown,developer/schema,
new:developer/schema/elements/facebook-page,academy,Facebook Page Schema,facebook page schema,https://academy.bricksbuilder.io/developer/schema/elements/facebook-page/,facebook-page,facebook-page,facebook-page,developer/schema,
new:developer/schema/elements/filter-active-filters,academy,Filter - Active Filters Schema,filter active filters schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-active-filters/,filter-active-filters,filter-active-filters,active-filters,developer/schema,
new:developer/schema/elements/filter-checkbox,academy,Filter - Checkbox Schema,filter checkbox schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-checkbox/,filter-checkbox,filter-checkbox,checkbox,developer/schema,
new:developer/schema/elements/filter-datepicker,academy,Filter - Datepicker Schema,filter datepicker schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-datepicker/,filter-datepicker,filter-datepicker,datepicker,developer/schema,
new:developer/schema/elements/filter-radio,academy,Filter - Radio Schema,filter radio schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-radio/,filter-radio,filter-radio,radio,developer/schema,
new:developer/schema/elements/filter-range,academy,Filter - Range Schema,filter range schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-range/,filter-range,filter-range,range,developer/schema,
new:developer/schema/elements/filter-search,academy,Filter - Search Schema,filter search schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-search/,filter-search,filter-search,search,developer/schema,
new:developer/schema/elements/filter-select,academy,Filter - Select Schema,filter select schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-select/,filter-select,filter-select,select,developer/schema,
new:developer/schema/elements/filter-submit,academy,Filter - Submit / Reset Schema,filter submit / reset schema,https://academy.bricksbuilder.io/developer/schema/elements/filter-submit/,filter-submit,filter-submit,submit,developer/schema,
new:developer/schema/elements/form,academy,Form Schema,form schema,https://academy.bricksbuilder.io/developer/schema/elements/form/,form,form,form,developer/schema,
new:developer/schema/elements/heading,academy,Heading Schema,heading schema,https://academy.bricksbuilder.io/developer/schema/elements/heading/,heading,heading,heading,developer/schema,
new:developer/schema/elements/html,academy,HTML Schema,html schema,https://academy.bricksbuilder.io/developer/schema/elements/html/,html,html,html,developer/schema,
new:developer/schema/elements/icon-box,academy,Icon Box Schema,icon box schema,https://academy.bricksbuilder.io/developer/schema/elements/icon-box/,icon-box,icon-box,icon-box,developer/schema,
new:developer/schema/elements/icon,academy,Icon Schema,icon schema,https://academy.bricksbuilder.io/developer/schema/elements/icon/,icon,icon,icon,developer/schema,
new:developer/schema/elements/image-gallery,academy,Image Gallery Schema,image gallery schema,https://academy.bricksbuilder.io/developer/schema/elements/image-gallery/,image-gallery,image-gallery,image-gallery,developer/schema,
new:developer/schema/elements/image,academy,Image Schema,image schema,https://academy.bricksbuilder.io/developer/schema/elements/image/,image,image,image,developer/schema,
new:developer/schema/elements/instagram-feed,academy,Instagram Feed Schema,instagram feed schema,https://academy.bricksbuilder.io/developer/schema/elements/instagram-feed/,instagram-feed,instagram-feed,instagram-feed,developer/schema,
new:developer/schema/elements/list,academy,List Schema,list schema,https://academy.bricksbuilder.io/developer/schema/elements/list/,list,list,list,developer/schema,
new:developer/schema/elements/logo,academy,Logo Schema,logo schema,https://academy.bricksbuilder.io/developer/schema/elements/logo/,logo,logo,logo,developer/schema,
new:developer/schema/elements/map-connector,academy,Map Connector Schema,map connector schema,https://academy.bricksbuilder.io/developer/schema/elements/map-connector/,map-connector,map-connector,map-connector,developer/schema,
new:developer/schema/elements/map-leaflet,academy,Map (Leaflet) Schema,map leaflet schema,https://academy.bricksbuilder.io/developer/schema/elements/map-leaflet/,map-leaflet,map-leaflet,map-leaflet,developer/schema,
new:developer/schema/elements/map,academy,Map (Google) Schema,map google schema,https://academy.bricksbuilder.io/developer/schema/elements/map/,map,map,map,developer/schema,
new:developer/schema/elements/nav-menu,academy,Nav Menu Schema,nav menu schema,https://academy.bricksbuilder.io/developer/schema/elements/nav-menu/,nav-menu,nav-menu,nav-menu,developer/schema,
new:developer/schema/elements/nav-nested,academy,Nav (Nestable) Schema,nav nestable schema,https://academy.bricksbuilder.io/developer/schema/elements/nav-nested/,nav-nested,nav-nested,nav-nested,developer/schema,
new:developer/schema/elements/offcanvas,academy,Offcanvas Schema,offcanvas schema,https://academy.bricksbuilder.io/developer/schema/elements/offcanvas/,offcanvas,offcanvas,offcanvas,developer/schema,
new:developer/schema/elements/pagination,academy,Pagination Schema,pagination schema,https://academy.bricksbuilder.io/developer/schema/elements/pagination/,pagination,pagination,pagination,developer/schema,
new:developer/schema/elements/pie-chart,academy,Pie Chart Schema,pie chart schema,https://academy.bricksbuilder.io/developer/schema/elements/pie-chart/,pie-chart,pie-chart,pie-chart,developer/schema,
new:developer/schema/elements/post-author,academy,Author Schema,author schema,https://academy.bricksbuilder.io/developer/schema/elements/post-author/,post-author,post-author,post-author,developer/schema,
new:developer/schema/elements/post-comments,academy,Comments Schema,comments schema,https://academy.bricksbuilder.io/developer/schema/elements/post-comments/,post-comments,post-comments,post-comments,developer/schema,
new:developer/schema/elements/post-content,academy,Post Content Schema,post content schema,https://academy.bricksbuilder.io/developer/schema/elements/post-content/,post-content,post-content,post-content,developer/schema,
new:developer/schema/elements/post-excerpt,academy,Excerpt Schema,excerpt schema,https://academy.bricksbuilder.io/developer/schema/elements/post-excerpt/,post-excerpt,post-excerpt,post-excerpt,developer/schema,
new:developer/schema/elements/post-meta,academy,Meta Data Schema,meta data schema,https://academy.bricksbuilder.io/developer/schema/elements/post-meta/,post-meta,post-meta,post-meta,developer/schema,
new:developer/schema/elements/post-navigation,academy,Post Navigation Schema,post navigation schema,https://academy.bricksbuilder.io/developer/schema/elements/post-navigation/,post-navigation,post-navigation,post-navigation,developer/schema,
new:developer/schema/elements/post-reading-progress-bar,academy,Reading Progress Bar Schema,reading progress bar schema,https://academy.bricksbuilder.io/developer/schema/elements/post-reading-progress-bar/,post-reading-progress-bar,post-reading-progress-bar,post-reading-progress-bar,developer/schema,
new:developer/schema/elements/post-reading-time,academy,Reading Time Schema,reading time schema,https://academy.bricksbuilder.io/developer/schema/elements/post-reading-time/,post-reading-time,post-reading-time,post-reading-time,developer/schema,
new:developer/schema/elements/post-sharing,academy,Social Sharing Schema,social sharing schema,https://academy.bricksbuilder.io/developer/schema/elements/post-sharing/,post-sharing,post-sharing,post-sharing,developer/schema,
new:developer/schema/elements/post-taxonomy,academy,Taxonomy Schema,taxonomy schema,https://academy.bricksbuilder.io/developer/schema/elements/post-taxonomy/,post-taxonomy,post-taxonomy,post-taxonomy,developer/schema,
new:developer/schema/elements/post-title,academy,Post Title Schema,post title schema,https://academy.bricksbuilder.io/developer/schema/elements/post-title/,post-title,post-title,post-title,developer/schema,
new:developer/schema/elements/post-toc,academy,Table Of Contents Schema,table of contents schema,https://academy.bricksbuilder.io/developer/schema/elements/post-toc/,post-toc,post-toc,post-toc,developer/schema,
new:developer/schema/elements/posts,academy,Posts Schema,posts schema,https://academy.bricksbuilder.io/developer/schema/elements/posts/,posts,posts,posts,developer/schema,
new:developer/schema/elements/pricing-tables,academy,Pricing Tables Schema,pricing tables schema,https://academy.bricksbuilder.io/developer/schema/elements/pricing-tables/,pricing-tables,pricing-tables,pricing-tables,developer/schema,
new:developer/schema/elements/product-add-to-cart,academy,Add To Cart Schema,add to cart schema,https://academy.bricksbuilder.io/developer/schema/elements/product-add-to-cart/,product-add-to-cart,product-add-to-cart,product-add-to-cart,developer/schema,
new:developer/schema/elements/product-additional-information,academy,Product Additional Information Schema,product additional information schema,https://academy.bricksbuilder.io/developer/schema/elements/product-additional-information/,product-additional-information,product-additional-information,product-additional-information,developer/schema,
new:developer/schema/elements/product-content,academy,Product Content Schema,product content schema,https://academy.bricksbuilder.io/developer/schema/elements/product-content/,product-content,product-content,product-content,developer/schema,
new:developer/schema/elements/product-gallery,academy,Product Gallery Schema,product gallery schema,https://academy.bricksbuilder.io/developer/schema/elements/product-gallery/,product-gallery,product-gallery,product-gallery,developer/schema,
new:developer/schema/elements/product-meta,academy,Product Meta Schema,product meta schema,https://academy.bricksbuilder.io/developer/schema/elements/product-meta/,product-meta,product-meta,product-meta,developer/schema,
new:developer/schema/elements/product-price,academy,Product Price Schema,product price schema,https://academy.bricksbuilder.io/developer/schema/elements/product-price/,product-price,product-price,product-price,developer/schema,
new:developer/schema/elements/product-rating,academy,Product Rating Schema,product rating schema,https://academy.bricksbuilder.io/developer/schema/elements/product-rating/,product-rating,product-rating,product-rating,developer/schema,
new:developer/schema/elements/product-related,academy,Related Products Schema,related products schema,https://academy.bricksbuilder.io/developer/schema/elements/product-related/,product-related,product-related,product-related,developer/schema,
new:developer/schema/elements/product-reviews,academy,Product Reviews Schema,product reviews schema,https://academy.bricksbuilder.io/developer/schema/elements/product-reviews/,product-reviews,product-reviews,product-reviews,developer/schema,
new:developer/schema/elements/product-short-description,academy,Product Short Description Schema,product short description schema,https://academy.bricksbuilder.io/developer/schema/elements/product-short-description/,product-short-description,product-short-description,product-short-description,developer/schema,
new:developer/schema/elements/product-stock,academy,Product Stock Schema,product stock schema,https://academy.bricksbuilder.io/developer/schema/elements/product-stock/,product-stock,product-stock,product-stock,developer/schema,
new:developer/schema/elements/product-tabs,academy,Product Tabs Schema,product tabs schema,https://academy.bricksbuilder.io/developer/schema/elements/product-tabs/,product-tabs,product-tabs,product-tabs,developer/schema,
new:developer/schema/elements/product-title,academy,Product Title Schema,product title schema,https://academy.bricksbuilder.io/developer/schema/elements/product-title/,product-title,product-title,product-title,developer/schema,
